Dst Port,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Fwd Pkt Len Max,Protocol,Flow Pkts/s,ACK Flag Cnt,SYN Flag Cnt,Fwd IAT Mean,Init Fwd Win Byts,Active Mean,Label
3389,1664221,8,1148,1639,677,6,9,0,0,237745.85714285696,8192,0.0,0
443,2,1,58,44500000,58,6,1500000,1,1,0.0,64,0.0,0
53,590,1,35,145762,35,17,3389,0,0,0.0,-1,0.0,0
3389,1674598,8,1144,1627,677,6,8,0,0,239228.2857,8192,0.0,0
53,30186,2,62,6228,31,17,132,0,0,25383.0,-1,0.0,0
3389,1406076,8,1132,1929,661,6,10,0,0,200868.0,8192,0.0,0
53,968,1,30,194214,30,17,2066,0,0,0.0,-1,0.0,0
3389,105293475,8,332,7,130,17,0,0,0,15000000.0,-1,260882.4286,0
55727,26,2,0,0,0,6,76923,1,0,26.0,256,0.0,0
3389,4011290,9,1128,675,661,6,4,0,0,501411.25,8192,0.0,0
445,366551,3,0,0,0,6,10,0,0,183275.5,8192,0.0,0
57768,29,2,0,0,0,6,68965,1,0,29.0,256,0.0,0
3389,1664377,8,1144,1637,677,6,9,0,0,237768.1429,8192,0.0,0
80,898,3,161,722717,161,6,7795,0,0,262.5,8192,0.0,0
50141,13,2,0,0,0,6,153846,1,0,13.0,141,0.0,0
3389,3930492,14,1441,807,725,6,5,0,0,302345.5385,8192,0.0,0
53,17290,2,58,13186,29,17,231,0,0,16400.0,-1,0.0,0
58694,86053794,2,0,0,0,6,0,1,0,86100000.0,62562,0.0,0
54387,29,2,0,0,0,6,68965,1,0,29.0,256,0.0,0
3389,3463880,11,1187,804,677,6,5,0,0,346388.0,8192,0.0,0
57818,29,2,0,0,0,6,68965,1,0,29.0,256,0.0,0
53,135153,2,60,2397,30,17,29,0,0,43076.0,-1,0.0,0
80,760,3,161,853947,161,6,9210,0,0,219.5,8192,0.0,0
53,404,1,35,292079,35,17,4950,0,0,0.0,-1,0.0,0
443,277,3,53,191335,53,6,10830,1,0,138.5,63494,0.0,0
53,683,1,51,190336,51,17,2928,0,0,0.0,-1,0.0,0
44650,82799367,2,0,0,0,6,0,1,0,82800000.0,62564,0.0,0
53,13513,1,44,17908,44,17,148,0,0,0.0,-1,0.0,0
80,6485548,4,97,50,97,6,1,0,0,20694.0,8192,0.0,0
3389,1685564,8,1128,1607,661,6,8,0,0,240794.8571,8192,0.0,0
443,292,3,77,263698,46,6,10273,1,1,146.0,258,0.0,0
443,359,4,77,214484,46,6,11142,1,0,119.6666667,256,0.0,0
53,335,1,42,441791,42,17,5970,0,0,0.0,-1,0.0,0
53,16418,1,48,21500,48,17,121,0,0,0.0,-1,0.0,0
52638,29,1,0,0,0,6,68965,1,0,0.0,288,0.0,0
80,5100194,4,97,64,97,6,1,0,0,20720.0,8192,0.0,0
443,118975169,63,7824,955,469,6,1,0,0,1918433.629,8192,809769.7273,0
443,5432311,6,599,138,517,6,1,0,0,1086462.2,8192,138057.0,0
80,793,3,161,818411,161,6,8827,0,0,223.5,8192,0.0,0
80,808,3,161,803217,161,6,8663,0,0,232.0,8192,0.0,0
53,560,1,54,221428,54,17,3571,0,0,0.0,-1,0.0,0
3389,21011997,3,0,0,0,6,0,0,0,4603372.5,8192,1645662.5,0
53,390,1,83,753846,83,17,5128,0,0,0.0,-1,0.0,0
3389,1238032,8,1132,2191,661,6,12,0,0,176861.7143,8192,0.0,0
53,44212,2,74,4795,37,17,90,0,0,43573.0,-1,0.0,0
443,115530984,21,782,58,419,6,0,0,0,5776549.2,8192,39567.54545,0
5355,418902,2,44,105,22,17,4,0,0,418902.0,-1,0.0,0
53,23746,1,35,5558,35,17,84,0,0,0.0,-1,0.0,0
3389,4498505,8,1128,602,661,6,3,0,0,642643.5714,8192,0.0,0
3389,2036125,8,1144,1338,677,6,7,0,0,290875.0,8192,0.0,0
3389,3968393,14,1442,799,725,6,5,0,0,305261.0,8192,0.0,0
80,84,2,0,0,0,6,23809,1,0,84.0,279,0.0,0
3389,4062800,13,1441,780,725,6,5,0,0,338566.6667,8192,0.0,0
5735,48,2,0,0,0,6,41666,1,0,48.0,64240,0.0,0
14421,86410975,2,0,0,0,6,0,1,0,86400000.0,62558,0.0,0
3389,1861872,8,1144,1463,677,6,8,0,0,265981.7143,8192,0.0,0
50006,289,2,0,0,0,6,6920,1,0,289.0,123,0.0,0
53,24553,1,90,9652,90,17,81,0,0,0.0,-1,0.0,0
443,383,3,77,201044,46,6,7832,1,1,191.5,254,0.0,0
443,10081205,7,779,727,461,6,1,0,0,13656.5,8192,81939.0,0
53,1204,1,33,78073,33,17,1661,0,0,0.0,-1,0.0,0
3389,2615778,12,1132,1037,661,6,7,0,0,237798.0,8192,0.0,0
53,45274,2,86,6272,43,17,88,0,0,24144.0,-1,0.0,0
3389,1660685,8,1128,1631,661,6,9,0,0,237240.7143,8192,0.0,0
3389,2531637,9,1262,1146,661,6,7,0,0,316454.625,8192,0.0,0
443,224,3,77,343750,46,6,13392,1,1,112.0,258,0.0,0
80,81,2,0,0,0,6,24691,1,0,81.0,256,0.0,0
3389,3889767,14,1459,820,741,6,5,0,0,299212.8462,8192,0.0,0
53,492,1,45,215447,45,17,4065,0,0,0.0,-1,0.0,0
3389,2160258,8,1128,1254,661,6,6,0,0,308608.2857,8192,0.0,0
53,22742,1,40,10465,40,17,87,0,0,0.0,-1,0.0,0
3389,1697082,8,1148,1608,677,6,8,0,0,242440.2857,8192,0.0,0
53,262,1,45,404580,45,17,7633,0,0,0.0,-1,0.0,0
52613,38,1,0,0,0,6,52631,1,0,0.0,513,0.0,0
3389,1307143,8,1148,2087,677,6,11,0,0,186734.7143,8192,0.0,0
3389,4538618,8,1128,596,661,6,3,0,0,648374.0,8192,0.0,0
80,99,2,0,0,0,6,20202,1,0,99.0,278,0.0,0
3389,2967493,10,1148,919,677,6,5,0,0,329721.4444,8192,0.0,0
53,13465,1,31,9357,31,17,148,0,0,0.0,-1,0.0,0
445,294779,2,1,3,1,6,6,1,0,294779.0,258,0.0,0
53,942,1,40,153927,40,17,2123,0,0,0.0,-1,0.0,0
53,245,1,40,391836,40,17,8163,0,0,0.0,-1,0.0,0
3389,1659034,8,1128,1632,661,6,9,0,0,237004.8571,8192,0.0,0
53,106212,2,92,2636,46,17,37,0,0,30157.0,-1,0.0,0
52818,4973986,2,0,0,0,6,0,1,0,4973986.0,237,0.0,0
53,20171,1,45,5849,45,17,99,0,0,0.0,-1,0.0,0
443,115734083,22,1248,52,477,6,0,0,0,5511146.81,8192,65119.0,0
53,59719,2,96,11822,48,17,66,0,0,33083.0,-1,0.0,0
53,1174,1,42,122657,42,17,1703,0,0,0.0,-1,0.0,0
3389,2027167,8,1128,1336,661,6,7,0,0,289595.2857,8192,0.0,0
53,1239,1,33,79096,33,17,1614,0,0,0.0,-1,0.0,0
80,55135767,2,0,0,0,6,0,1,0,55100000.0,279,0.0,0
443,60852465,13,646,23,368,6,0,0,0,5071038.75,8192,25171.16667,0
51555,73,3,31,424657,31,6,54794,1,0,36.5,1029,0.0,0
80,68,2,0,0,0,6,29411,1,0,68.0,278,0.0,0
3389,3812471,14,1440,831,725,6,5,0,0,293267.0,8192,0.0,0
53,149046,2,84,2428,42,17,26,0,0,29642.0,-1,0.0,0
53,189034,2,98,1925,49,17,21,0,0,187617.0,-1,0.0,0
53,1272,1,60,150943,60,17,1572,0,0,0.0,-1,0.0,0
50564,89,3,31,348314,31,6,44943,1,0,44.5,66,0.0,0
80,842,3,148,464370,148,6,8313,0,0,234.0,8192,0.0,0
58707,92,2,0,0,0,6,21739,1,0,92.0,260,0.0,0
53,264,1,35,325757,35,17,7575,0,0,0.0,-1,0.0,0
445,1053219,6,1453,1700,1084,6,10,0,0,187298.0,8192,0.0,0
80,54329640,2,0,0,0,6,0,1,0,54300000.0,279,0.0,0
443,5241449,7,1041,957,693,6,2,0,0,60687.0,8192,0.0,0
80,89,2,0,0,0,6,22471,1,0,89.0,279,0.0,0
53,309,1,36,284789,36,17,6472,0,0,0.0,-1,0.0,0
3389,3363442,10,1122,803,661,6,5,0,0,373715.7778,8192,0.0,0
5355,410948,2,44,107,22,17,4,0,0,410948.0,-1,0.0,0
443,119003642,18,935,68,251,6,0,0,0,7000214.235,8192,1152956.0,0
80,898,3,161,722717,161,6,7795,0,0,240.5,8192,0.0,0
443,117580640,516,3248,12053,271,6,12,0,0,228311.9223,8192,286415.0,0
80,228,2,0,0,0,6,8771,1,0,228.0,278,0.0,0
3389,4060075,11,1148,672,677,6,4,0,0,406007.5,8192,0.0,0
53,1062,1,44,109227,44,17,1883,0,0,0.0,-1,0.0,0
53,1684,1,34,67102,34,17,1187,0,0,0.0,-1,0.0,0
0,734209,12,0,0,0,0,16,0,0,66746.27273,-1,0.0,0
80,49,2,0,0,0,6,40816,1,0,49.0,256,0.0,0
50125,17,2,0,0,0,6,117647,1,0,17.0,184,0.0,0
443,5406303,9,1513,1404,631,6,3,0,0,57031.75,8192,0.0,0
80,92,2,0,0,0,6,21739,1,0,92.0,279,0.0,0
3389,11443981,10,1128,239,661,6,1,0,0,1271553.444,8192,3071006.0,0
64254,0,2,0,0,0,6,-1,0,0,0.0,0,0.0,0
53,314,1,41,312101,41,17,6369,0,0,0.0,-1,0.0,0
53,58563,2,66,4200,33,17,68,0,0,58159.0,-1,0.0,0
3389,1219581,9,1148,2237,677,6,13,0,0,152447.625,8192,0.0,0
3389,4608529,10,1148,592,677,6,3,0,0,512058.7778,8192,0.0,0
445,1499846,7,364,630,103,6,8,0,0,249974.3333,8192,0.0,0
3389,3812921,14,1459,836,741,6,5,0,0,293301.6154,8192,0.0,0
3389,5255457,9,1262,574,661,6,3,0,0,656932.125,8192,0.0,0
53,1917,1,39,130412,39,17,1043,0,0,0.0,-1,0.0,0
80,788,3,161,823604,161,6,8883,0,0,210.5,8192,0.0,0
80,115972818,18,875,19,432,6,0,0,0,6821930.471,8192,96678.90909,0
52347,11,1,0,0,0,6,181818,1,0,0.0,193,0.0,0
50375,44580,2,0,0,0,6,44,1,0,44580.0,31088,0.0,0
445,246045,6,455,3222,140,6,44,0,0,49195.8,8192,0.0,0
53,392,1,43,260204,43,17,5102,0,0,0.0,-1,0.0,0
28866,135,2,0,0,0,6,14814,1,0,135.0,258,0.0,0
53,1953,1,38,71172,38,17,1024,0,0,0.0,-1,0.0,0
3389,3149209,11,1148,866,677,6,5,0,0,314920.9,8192,0.0,0
3389,1488473,8,1138,1826,677,6,10,0,0,212639.0,8192,0.0,0
53,42433,2,92,5655,46,17,94,0,0,42072.0,-1,0.0,0
53,67276,1,33,2348,33,17,29,0,0,0.0,-1,0.0,0
3389,7173078,10,1138,379,677,6,2,0,0,797008.6667,8192,140458.0,0
3389,1446251,8,1138,1880,677,6,10,0,0,206607.2857,8192,0.0,0
3389,1226343,8,1138,2217,677,6,12,0,0,175191.8571,8192,0.0,0
49711,28,1,0,0,0,6,71428,1,0,0.0,172,0.0,0
3389,4113903,14,1442,771,725,6,5,0,0,316454.0769,8192,0.0,0
3389,3868995,12,1442,820,725,6,5,0,0,351726.8182,8192,0.0,0
53,343,1,43,297376,43,17,5830,0,0,0.0,-1,0.0,0
53,15175,1,49,14036,49,17,131,0,0,0.0,-1,0.0,0
443,267,3,31,116104,31,6,11235,1,0,133.5,254,0.0,0
50436,44,3,31,704545,31,6,68181,1,0,22.0,1013,0.0,0
3389,4051429,14,1438,782,725,6,5,0,0,311648.3846,8192,0.0,0
3389,3912836,14,1436,809,725,6,5,0,0,300987.3846,8192,0.0,0
3389,4074440,14,1437,777,725,6,5,0,0,313418.4615,8192,0.0,0
53481,147,2,0,0,0,6,13605,1,0,147.0,255,0.0,0
35974,86124688,2,0,0,0,6,0,1,0,86100000.0,62562,0.0,0
52507,31,1,0,0,0,6,64516,1,0,0.0,288,0.0,0
52895,157,2,0,0,0,6,12738,1,0,157.0,258,0.0,0
3389,1665830,8,1128,1626,661,6,9,0,0,237975.7143,8192,0.0,0
53,11365,1,70,19533,70,17,175,0,0,0.0,-1,0.0,0
3389,1690661,8,1128,1602,661,6,8,0,0,241523.0,8192,0.0,0
52535,71,1,0,0,0,6,28169,1,0,0.0,913,0.0,0
53,51929,2,56,5430,28,17,77,0,0,20199.0,-1,0.0,0
53,269,1,33,304832,33,17,7434,0,0,0.0,-1,0.0,0
40680,5211962,5,935,246,935,6,1,1,0,1302990.5,219,0.0,0
47014,5256578,5,935,244,935,6,1,1,0,1314144.5,219,0.0,0
37318,5504432,5,935,233,935,6,1,1,0,1376108.0,219,0.0,0
38596,5553664,5,935,231,935,6,1,1,0,1388416.0,219,0.0,0
40956,5486411,5,935,237,935,6,1,1,0,1371602.75,219,0.0,0
45442,5412987,5,935,241,935,6,1,1,0,1353246.75,219,0.0,0
49708,4642373,5,935,338,935,6,1,1,0,1160593.25,219,0.0,0
51614,5567932,5,935,228,935,6,1,1,0,1391983.0,219,0.0,0
34130,4109957,5,935,319,935,6,1,1,0,1027489.25,237,0.0,0
50598,4937082,5,935,254,935,6,1,1,0,1234270.5,237,0.0,0
40748,4819162,5,935,324,935,6,1,1,0,1204790.5,219,0.0,0
48684,3414081,5,935,382,935,6,2,1,0,853520.25,219,0.0,0
55486,4605039,5,935,283,935,6,1,1,0,1151259.75,219,0.0,0
55642,4536397,5,935,295,935,6,1,1,0,1134099.25,237,0.0,0
36370,4117000,5,935,299,935,6,1,1,0,1029250.0,219,0.0,0
35740,4199515,5,935,306,935,6,1,1,0,1049878.75,219,0.0,0
54854,4207201,5,935,308,935,6,1,1,0,1051800.25,237,0.0,0
60892,4373153,5,935,291,935,6,1,1,0,1093288.25,219,0.0,0
33384,4357269,5,935,293,935,6,1,1,0,1089317.25,219,0.0,0
57508,4347438,5,935,404,935,6,2,1,0,1086859.5,219,0.0,0
47136,4130232,5,935,312,935,6,1,1,0,1032558.0,237,0.0,0
50158,12059,2,0,0,0,6,165,1,0,12059.0,219,0.0,0
39806,4089383,5,935,329,935,6,1,1,0,1022345.75,237,0.0,0
43544,4111350,5,935,303,935,6,1,1,0,1027837.5,219,0.0,0
45036,4078717,5,935,305,935,6,1,1,0,1019679.25,219,0.0,0
55810,4148498,5,935,309,935,6,1,1,0,1037124.5,219,0.0,0
43420,65277033,5,935,19,935,6,0,1,0,16300000.0,219,13.0,0
47494,4344693,5,935,286,935,6,1,1,0,1086173.25,219,0.0,0
34042,4378783,5,935,287,935,6,1,1,0,1094695.75,237,0.0,0
48312,65273296,5,935,20,935,6,0,1,0,16300000.0,219,2189.0,0
43708,3324071,5,935,381,935,6,2,1,0,831017.75,237,0.0,0
36222,4384141,5,935,284,935,6,1,1,0,1096035.25,219,0.0,0
51338,4593251,5,935,273,935,6,1,1,0,1148312.75,237,0.0,0
56240,4008657,5,935,319,935,6,1,1,0,1002164.25,219,0.0,0
56784,4437266,5,935,288,935,6,1,1,0,1109316.5,219,0.0,0
36016,4411320,5,935,285,935,6,1,1,0,1102830.0,219,0.0,0
38016,4741038,5,935,343,935,6,1,1,0,1185259.5,219,0.0,0
41190,4378777,5,935,286,935,6,1,1,0,1094694.25,219,0.0,0
54028,4312005,5,935,291,935,6,1,1,0,1078001.25,237,0.0,0
55320,4117563,5,935,315,935,6,1,1,0,1029390.75,237,0.0,0
60094,4192820,4,935,301,935,6,2,1,0,1390375.0,219,0.0,0
33356,4312890,5,935,303,935,6,1,1,0,1078222.5,219,0.0,0
36286,4415070,5,935,284,935,6,1,1,0,1103767.5,237,0.0,0
41728,4319013,5,935,298,935,6,1,1,0,1079753.25,219,0.0,0
53248,4418092,5,935,297,935,6,1,1,0,1104523.0,237,0.0,0
59404,4677610,5,935,355,935,6,1,1,0,1169402.5,237,0.0,0
58308,4358359,5,935,384,935,6,2,1,0,1089589.75,237,0.0,0
38072,4182331,5,935,305,935,6,1,1,0,1045582.75,219,0.0,0
49516,31950,1,0,0,0,6,93,1,0,0.0,219,0.0,0
35704,4247221,5,935,304,935,6,1,1,0,1061805.25,237,0.0,0
39366,4082785,5,935,392,935,6,2,1,0,1020696.25,219,0.0,0
45294,4261127,5,935,294,935,6,1,1,0,1065281.75,219,0.0,0
52162,4362434,5,935,358,935,6,2,1,0,1090608.5,219,0.0,0
49506,4145360,5,935,299,935,6,1,1,0,1036340.0,219,0.0,0
32806,4111289,5,935,306,935,6,1,1,0,1027822.25,237,0.0,0
35434,4129994,5,935,300,935,6,2,1,0,1032498.5,237,0.0,0
36452,3130260,5,935,410,935,6,2,1,0,782565.0,237,0.0,0
52284,4474694,5,935,393,935,6,2,1,0,1118673.5,237,0.0,0
48642,1013231,5,935,1230,935,6,7,1,0,253307.75,219,0.0,0
50886,60562092,5,935,21,935,6,0,1,0,15100000.0,219,2021.0,0
46408,5135919,5,935,256,935,6,1,1,0,1283979.75,219,0.0,0
55930,4194341,5,935,293,935,6,1,1,0,1048585.25,219,0.0,0
38826,4282079,5,935,295,935,6,1,1,0,1070519.75,237,0.0,0
34880,5507298,5,935,304,935,6,1,1,0,1376824.5,219,0.0,0
53286,4319067,5,935,308,935,6,1,1,0,1079766.75,237,0.0,0
50844,4164231,5,935,320,935,6,1,1,0,1041057.75,219,0.0,0
54226,4358338,5,935,383,935,6,2,1,0,1089584.5,219,0.0,0
57558,4320746,5,935,299,935,6,1,1,0,1080186.5,237,0.0,0
32852,4242389,5,935,293,935,6,1,1,0,1060597.25,237,0.0,0
46854,4308018,5,935,286,935,6,1,1,0,1077004.5,219,0.0,0
56396,4318551,5,935,294,935,6,1,1,0,1079637.75,219,0.0,0
46930,4347392,5,935,290,935,6,1,1,0,1086848.0,219,0.0,0
46472,4575989,5,935,365,935,6,1,1,0,1143997.25,219,0.0,0
51846,4380579,5,935,293,935,6,1,1,0,1095144.75,219,0.0,0
51678,5426939,5,935,232,935,6,1,1,0,1356734.75,219,0.0,0
44300,4286218,5,935,304,935,6,1,1,0,1071554.5,237,0.0,0
56586,3920039,5,935,315,935,6,2,1,0,980009.75,219,0.0,0
57620,4167992,4,935,323,935,6,2,1,0,1380168.667,219,0.0,0
43926,4811576,5,935,367,935,6,1,1,0,1202894.0,237,0.0,0
39166,4454626,5,935,291,935,6,1,1,0,1113656.5,219,0.0,0
51124,4256266,5,935,296,935,6,1,1,0,1064066.5,219,0.0,0
56518,4372257,5,935,285,935,6,1,1,0,1093064.25,237,0.0,0
58424,5389976,5,935,245,935,6,1,1,0,1347494.0,237,0.0,0
44060,4105330,5,935,316,935,6,1,1,0,1026332.5,219,0.0,0
50816,4327573,5,935,291,935,6,1,1,0,1081893.25,219,0.0,0
52118,4364702,5,935,281,935,6,1,1,0,1091175.5,219,0.0,0
55006,3419428,5,935,366,935,6,2,1,0,854857.0,219,0.0,0
57072,4269007,5,935,301,935,6,1,1,0,1067251.75,219,0.0,0
46516,4165734,5,935,314,935,6,1,1,0,1041433.5,237,0.0,0
55634,3999206,5,935,320,935,6,2,1,0,999801.5,219,0.0,0
33606,4280502,5,935,300,935,6,1,1,0,1070125.5,219,0.0,0
39748,4161055,5,935,310,935,6,1,1,0,1040263.75,237,0.0,0
42282,4196389,5,935,305,935,6,1,1,0,1049097.25,219,0.0,0
46042,3945519,5,935,329,935,6,2,1,0,986379.75,237,0.0,0
44222,4429899,5,935,371,935,6,2,1,0,1107474.75,219,0.0,0
48290,4176046,5,935,319,935,6,1,1,0,1044011.5,219,0.0,0
59234,4224499,5,935,307,935,6,1,1,0,1056124.75,219,0.0,0
39594,2728287,5,935,467,935,6,2,1,0,682071.75,237,0.0,0
33466,4187345,5,935,300,935,6,1,1,0,1046836.25,237,0.0,0
33572,4127778,5,935,318,935,6,2,1,0,1031944.5,219,0.0,0
33680,4235853,4,935,296,935,6,2,1,0,1407537.0,219,0.0,0
35284,4134329,5,935,315,935,6,1,1,0,1033582.25,237,0.0,0
48110,4184160,5,935,308,935,6,1,1,0,1046040.0,237,0.0,0
50200,4191861,5,935,318,935,6,1,1,0,1047965.25,237,0.0,0
32832,4467972,5,935,386,935,6,2,1,0,1116993.0,219,0.0,0
38706,4215424,5,935,301,935,6,1,1,0,1053856.0,237,0.0,0
46492,4205313,5,935,316,935,6,1,1,0,1051328.25,219,0.0,0
53204,5365992,5,935,243,935,6,1,1,0,1341498.0,219,0.0,0
37356,4306260,5,935,287,935,6,1,1,0,1076565.0,237,0.0,0
80,5821967,3,0,0,0,6,0,0,0,2910983.5,8192,0.0,1
80,55332482,154,54442,2443,646,6,4,0,0,361636.31372549,8192,0.0,1
80,177,2,0,0,0,6,11299,1,0,177.0,2047,0.0,1
0,112640956,3,0,0,0,0,0,0,0,56320478.0,-1,0.0,1
500,89479476,6,3000,33,500,17,0,0,0,17895895.2,-1,4000257.0,1
500,89479477,6,3000,33,500,17,0,0,0,17895895.4,-1,4000258.0,1
500,89479422,6,3000,33,500,17,0,0,0,17895884.4,-1,4000288.0,1
500,89479434,6,3000,33,500,17,0,0,0,17895886.8,-1,4000287.0,1
80,56152274,153,54995,2270,646,6,4,0,0,369412.046052632,8192,0.0,1
80,131,2,0,0,0,6,15267,1,0,131.0,2047,0.0,1
