Dst Port,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Fwd Pkt Len Max,Protocol,Flow Pkts/s,ACK Flag Cnt,SYN Flag Cnt,Fwd IAT Mean,Init Fwd Win Byts,Active Mean,Label
80,110092187,10,320,2,32,17,0,0,0,12200000.0,-1,3259985.0,0
80,119019897,16,512,4,32,17,0,0,0,7934659.8,-1,9512042.5,0
80,118000006,12,384,3,32,17,0,0,0,10700000.0,-1,5480020.0,0
80,99003988,9,288,2,32,17,0,0,0,12400000.0,-1,4004037.0,0
80,118999994,12,384,3,32,17,0,0,0,10800000.0,-1,3659973.333,0
80,114012172,8,256,2,32,17,0,0,0,16300000.0,-1,2999892.0,0
80,116971897,11,352,3,32,17,0,0,0,11700000.0,-1,4659942.333000001,0
80,102019990,11,352,3,32,17,0,0,0,10200000.0,-1,1469928.5,0
80,114451945,14,448,3,32,17,0,0,0,8803995.769,-1,1741260.0,0
80,119992238,13,416,3,32,17,0,0,0,9999353.167,-1,4668435.0,0
80,119959955,14,448,3,32,17,0,0,0,9227688.846,-1,2990056.5,0
80,115000020,14,448,3,32,17,0,0,0,8846155.385,-1,8504035.5,0
80,68000045,10,320,4,32,17,0,0,0,7555560.556,-1,2570068.5,0
80,97951969,4,128,1,32,17,0,0,0,32700000.0,-1,999932.0,0
80,91008048,15,480,5,32,17,0,0,0,6500574.857000001,-1,6999120.0,0
80,115013232,12,384,3,32,17,0,0,0,10500000.0,-1,3975889.0,0
80,110451986,11,352,3,32,17,0,0,0,11000000.0,-1,930035.5,0
80,119011941,18,576,4,32,17,0,0,0,7000702.4120000005,-1,6334674.333,0
6407,51939355,27,4992,115,976,6,0,1,1,1995945.154,252,4613128.0,0
80,111004087,15,480,4,32,17,0,0,0,7928863.357000001,-1,8492104.5,0
80,99016075,11,352,3,32,17,0,0,0,9901607.5,-1,5509927.5,0
80,119008042,14,448,3,32,17,0,0,0,9154464.769,-1,7007938.5,0
80,115987918,16,512,4,32,17,0,0,0,7732527.867000001,-1,9959962.0,0
80,108047961,20,640,5,32,17,0,0,0,5686734.789,-1,3999344.5,0
80,116048137,15,480,4,32,17,0,0,0,8289152.642999999,-1,3794428.8,0
80,119995962,15,480,4,32,17,0,0,0,8571140.143,-1,3986959.25,0
80,118007838,13,416,3,32,17,0,0,0,9833986.5,-1,3252969.75,0
80,107000101,13,416,3,32,17,0,0,0,8916675.082999999,-1,6001937.5,0
80,117988037,15,480,4,32,17,0,0,0,8427716.929,-1,1313292.333,0
80,106007831,9,288,2,32,17,0,0,0,13300000.0,-1,2019978.0,0
80,113639464,7,224,1,32,17,0,0,0,18900000.0,-1,859832.0,0
80,118003926,11,352,2,32,17,0,0,0,11800000.0,-1,4340002.333000001,0
80,118639910,9,288,2,32,17,0,0,0,14800000.0,-1,4539905.5,0
80,109019954,12,384,3,32,17,0,0,0,9910904.909,-1,4991820.0,0
80,118028061,11,352,2,32,17,0,0,0,11800000.0,-1,2000027.0,0
80,111980002,9,288,2,32,17,0,0,0,14000000.0,-1,3987993.0,0
80,108991405,13,416,3,32,17,0,0,0,9082617.083,-1,5329279.0,0
80,106995952,14,448,4,32,17,0,0,0,8230457.846,-1,4015995.0,0
80,116039873,20,640,5,32,17,0,0,0,6107361.737000001,-1,7397546.2,0
80,112000094,11,352,3,32,17,0,0,0,11200000.0,-1,4999893.0,0
80,118999978,18,576,4,32,17,0,0,0,6999998.706,-1,8998015.0,0
80,119887942,18,576,4,32,17,0,0,0,7052231.882,-1,4229498.4,0
80,118992030,11,352,2,32,17,0,0,0,11900000.0,-1,4984052.0,0
80,116023909,20,640,5,32,17,0,0,0,6106521.526000001,-1,9990694.333,0
80,106007956,9,288,2,32,17,0,0,0,13300000.0,-1,3999911.0,0
80,118000035,11,352,2,32,17,0,0,0,11800000.0,-1,3489993.5,0
80,117987956,11,352,2,32,17,0,0,0,11800000.0,-1,4333280.666999999,0
80,116995983,20,640,5,32,17,0,0,0,6157683.316000001,-1,3986355.2,0
80,105999989,12,384,3,32,17,0,0,0,9636362.636,-1,5955913.0,0
80,102963964,13,416,4,32,17,0,0,0,8580330.332999999,-1,8998657.0,0
80,113000021,17,544,4,32,17,0,0,0,7062501.312999999,-1,4002637.333,0
80,107991989,14,448,4,32,17,0,0,0,8307076.077,-1,2999956.0,0
80,108994567,14,448,4,32,17,0,0,0,8384197.462,-1,9002569.0,0
80,105000062,11,352,3,32,17,0,0,0,10500000.0,-1,2492230.0,0
80,116007973,15,480,4,32,17,0,0,0,8286283.786,-1,3678686.0,0
80,104004646,12,384,3,32,17,0,0,0,9454967.818,-1,0.0,0
80,118991980,14,448,3,32,17,0,0,0,9153229.231,-1,4660071.666999999,0
80,55992439,8,256,4,32,17,0,0,0,7998919.857000001,-1,1971320.0,0
80,119992009,14,448,3,32,17,0,0,0,9230154.538,-1,2995994.5,0
80,117011960,10,320,2,32,17,0,0,0,13000000.0,-1,4510081.5,0
80,116003947,14,448,3,32,17,0,0,0,8923380.537999999,-1,5492326.5,0
80,102963885,6,192,1,32,17,0,0,0,20600000.0,-1,1964066.0,0
80,94992137,9,288,3,32,17,0,0,0,11900000.0,-1,2998003.5,0
80,108959845,15,480,4,32,17,0,0,0,7782846.071,-1,3999761.0,0
80,110011364,8,256,2,32,17,0,0,0,15700000.0,-1,0.0,0
80,89796042,11,352,3,32,17,0,0,0,8979604.2,-1,3909282.0,0
80,113012053,17,544,4,32,17,0,0,0,7063253.312999999,-1,8327974.667,0
80,116003794,11,352,3,32,17,0,0,0,11600000.0,-1,2979902.0,0
80,119011997,22,704,5,32,17,0,0,0,5667237.9520000005,-1,7997001.75,0
80,76996056,7,224,2,32,17,0,0,0,12800000.0,-1,0.0,0
80,112960101,17,544,4,32,17,0,0,0,7060006.312999999,-1,3673396.667,0
80,108979992,16,512,4,32,17,0,0,0,7265332.8,-1,6006065.5,0
80,89987961,10,320,3,32,17,0,0,0,9998662.333,-1,0.0,0
80,113983984,11,352,3,32,17,0,0,0,11400000.0,-1,0.0,0
80,117004000,11,352,3,32,17,0,0,0,11700000.0,-1,0.0,0
80,96996043,9,288,2,32,17,0,0,0,12100000.0,-1,0.0,0
80,106994730,16,512,4,32,17,0,0,0,7132982.0,-1,5503366.0,0
80,94007964,14,448,4,32,17,0,0,0,7231381.846,-1,8666724.0,0
80,115023924,9,288,2,32,17,0,0,0,14400000.0,-1,4000015.0,0
80,107996041,17,544,5,32,17,0,0,0,6749752.562999999,-1,10700000.0,0
80,106996025,14,448,4,32,17,0,0,0,8230463.462,-1,4004135.5,0
80,103996024,12,384,3,32,17,0,0,0,9454184.0,-1,6028095.0,0
80,108015951,11,352,3,32,17,0,0,0,10800000.0,-1,6504373.5,0
80,115999956,13,416,3,32,17,0,0,0,9666663.0,-1,4999975.0,0
80,106016018,19,608,5,32,17,0,0,0,5889778.778,-1,3008769.833,0
80,114000027,18,576,5,32,17,0,0,0,6705883.941000001,-1,6242051.75,0
80,107004023,13,416,3,32,17,0,0,0,8917001.917000001,-1,3237009.5,0
80,114979903,13,416,3,32,17,0,0,0,9581658.583,-1,3983009.5,0
80,119000018,15,480,4,32,17,0,0,0,8500001.286,-1,3996950.0,0
80,114980062,16,512,4,32,17,0,0,0,7665337.467,-1,3673370.667,0
80,117999957,13,416,3,32,17,0,0,0,9833329.75,-1,3981186.667,0
80,116999901,14,448,3,32,17,0,0,0,8999992.385,-1,4986594.666999999,0
80,110436008,9,288,2,32,17,0,0,0,13800000.0,-1,4532020.0,0
80,116000042,17,544,4,32,17,0,0,0,7250002.625,-1,4402173.0,0
80,119020070,11,352,2,32,17,0,0,0,11900000.0,-1,3989383.333,0
80,108999933,9,288,2,32,17,0,0,0,13600000.0,-1,13000000.0,0
80,116019978,13,416,3,32,17,0,0,0,9668331.5,-1,2313358.333,0
80,83139969,5,160,1,32,17,0,0,0,20800000.0,-1,2109972.5,0
80,104936051,11,352,3,32,17,0,0,0,10500000.0,-1,942741.6667,0
80,103108084,13,416,4,32,17,0,0,0,8592340.332999999,-1,3398030.0,0
80,95999962,12,384,4,32,17,0,0,0,8727269.273,-1,4333200.333000001,0
6407,114669756,14,6832,60,848,6,0,1,1,8820750.462000001,252,4567015.5,0
80,118987964,9,288,2,32,17,0,0,0,14900000.0,-1,6493926.0,0
80,114972059,12,384,3,32,17,0,0,0,10500000.0,-1,3993273.0,0
80,113993213,17,544,4,32,17,0,0,0,7124575.812999999,-1,4007168.0,0
80,109972078,9,288,2,32,17,0,0,0,13700000.0,-1,0.0,0
80,114032012,9,288,2,32,17,0,0,0,14300000.0,-1,0.0,0
80,110008019,16,512,4,32,17,0,0,0,7333867.932999999,-1,5336046.333000001,0
80,118028030,14,448,3,32,17,0,0,0,9079079.231,-1,4796812.4,0
80,108992082,15,480,4,32,17,0,0,0,7785148.714,-1,5492033.5,0
80,117008002,15,480,4,32,17,0,0,0,8357714.429,-1,3664018.333,0
80,117007877,13,416,3,32,17,0,0,0,9750656.417,-1,2750007.25,0
80,117028085,15,480,4,32,17,0,0,0,8359148.929,-1,4000099.333,0
80,119007996,9,288,2,32,17,0,0,0,14900000.0,-1,2019996.0,0
80,114971887,13,416,3,32,17,0,0,0,9580990.583,-1,3496007.0,0
80,118028033,14,448,3,32,17,0,0,0,9079079.462,-1,4001972.75,0
80,114968131,15,480,4,32,17,0,0,0,8212009.357000001,-1,3250002.5,0
80,106008029,8,256,2,32,17,0,0,0,15100000.0,-1,3999994.0,0
80,117979964,14,448,3,32,17,0,0,0,9075381.846,-1,5000971.75,0
80,117451971,20,640,5,32,17,0,0,0,6181682.683999999,-1,9243956.0,0
80,111988008,17,544,4,32,17,0,0,0,6999250.5,-1,8335840.0,0
80,118004091,17,544,4,32,17,0,0,0,7375255.687999999,-1,6998046.5,0
80,116972021,7,224,1,32,17,0,0,0,19500000.0,-1,980004.0,0
80,115003962,11,352,3,32,17,0,0,0,11500000.0,-1,3000013.5,0
80,117640446,15,480,4,32,17,0,0,0,8402889.0,-1,1860489.0,0
80,116995973,10,320,2,32,17,0,0,0,13000000.0,-1,0.0,0
80,112020004,18,576,5,32,17,0,0,0,6589412.0,-1,4755403.5,0
80,117995953,13,416,3,32,17,0,0,0,9832996.083,-1,3329341.667,0
80,112544126,13,416,3,32,17,0,0,0,9378677.167,-1,3535039.0,0
80,112995932,16,512,4,32,17,0,0,0,7533062.132999999,-1,4005636.8,0
80,95996018,13,416,4,32,17,0,0,0,7999668.167,-1,4744155.75,0
80,102971919,16,512,4,32,17,0,0,0,6864794.6,-1,5229962.5,0
3393,511484,2,0,0,0,6,5,0,0,511484.0,1024,0.0,0
2323,5,1,0,0,0,6,400000,0,0,0.0,62349,0.0,0
445,764321,2,0,0,0,6,5,0,0,764303.0,8192,0.0,0
22,318733,2,0,0,0,6,9,0,0,318733.0,65535,0.0,0
54963,5294852,1,0,0,0,6,0,1,0,0.0,211,3290.0,0
80,48988003,5,160,3,32,17,0,0,0,12200000.0,-1,0.0,0
80,58984732,8,256,4,32,17,0,0,0,8426390.286,-1,4991764.0,0
23,6,1,0,0,0,6,333333,0,0,0.0,10824,0.0,0
23,20,1,0,0,0,6,100000,0,0,0.0,2253,0.0,0
4267,153352,2,0,0,0,6,19,0,0,153352.0,1024,0.0,0
445,20,1,0,0,0,6,100000,0,0,0.0,8192,0.0,0
59185,19773,1,0,0,0,6,101,1,0,0.0,234,0.0,0
80,71014,2,0,0,0,6,42,0,0,71014.0,65535,0.0,0
2433,19,1,0,0,0,6,105263,0,0,0.0,16384,0.0,0
445,17,1,0,0,0,6,117647,0,0,0.0,8192,0.0,0
23,19,1,0,0,0,6,105263,0,0,0.0,32732,0.0,0
20207,152472,2,0,0,0,6,19,0,0,152472.0,1024,0.0,0
20961,105193,2,0,0,0,6,28,0,0,105193.0,1024,0.0,0
11211,31,1,0,0,0,6,64516,0,0,0.0,1024,0.0,0
59428,35168500,1,0,0,0,6,0,1,0,0.0,211,19572.0,0
80,113023949,12,384,3,32,17,0,0,0,10300000.0,-1,2341308.333,0
3820,101485,2,0,0,0,6,29,0,0,101485.0,1024,0.0,0
80,62907724,6,192,3,32,17,0,0,0,12600000.0,-1,4343804.0,0
23,7,1,0,0,0,6,285714,0,0,0.0,56473,0.0,0
445,21,1,0,0,0,6,95238,0,0,0.0,8192,0.0,0
8545,20,1,0,0,0,6,100000,0,0,0.0,65535,0.0,0
22,227321,2,0,0,0,6,13,0,0,227321.0,65535,0.0,0
445,687470,2,0,0,0,6,5,0,0,687451.0,8192,0.0,0
8080,5,1,0,0,0,6,400000,0,0,0.0,16384,0.0,0
57550,34968878,1,0,0,0,6,0,1,0,0.0,211,1198.0,0
49294,34792234,1,0,0,0,6,0,1,0,0.0,211,472.0,0
20903,21,1,0,0,0,6,95238,0,0,0.0,1024,0.0,0
8545,19,1,0,0,0,6,105263,0,0,0.0,65535,0.0,0
445,20,1,0,0,0,6,100000,0,0,0.0,8192,0.0,0
445,780017,2,0,0,0,6,5,0,0,779997.0,8192,0.0,0
8888,2,1,0,0,0,6,1000000,0,0,0.0,16384,0.0,0
2018,2,1,0,0,0,6,1000000,0,0,0.0,16384,0.0,0
445,647670,2,0,0,0,6,6,0,0,647645.0,8192,0.0,0
443,13,1,0,0,0,6,153846,0,0,0.0,65535,0.0,0
445,9,1,0,0,0,6,222222,0,0,0.0,8192,0.0,0
3140,171803,2,0,0,0,6,17,0,0,171803.0,1024,0.0,0
80,27007913,5,160,5,32,17,0,0,0,6751978.25,-1,0.0,0
80,49008045,5,160,3,32,17,0,0,0,12300000.0,-1,0.0,0
445,17,1,0,0,0,6,117647,0,0,0.0,8192,0.0,0
23,20,1,0,0,0,6,100000,0,0,0.0,55270,0.0,0
7547,17,1,0,0,0,6,117647,0,0,0.0,1024,0.0,0
445,1418874,3,0,0,0,6,4,0,0,709428.0,8192,0.0,0
52065,12536019,1,0,0,0,6,0,1,0,0.0,211,2843.0,0
23,25,1,0,0,0,6,80000,0,0,0.0,14600,0.0,0
445,656312,2,0,0,0,6,6,0,0,656292.0,8192,0.0,0
80,80012044,8,256,3,32,17,0,0,0,11400000.0,-1,0.0,0
23,20,1,0,0,0,6,100000,0,0,0.0,65226,0.0,0
80,107003888,11,352,3,32,17,0,0,0,10700000.0,-1,2985915.5,0
80,80991998,12,384,4,32,17,0,0,0,7362908.909,-1,3500066.0,0
67,966,1,300,651138,300,17,2070,0,0,0.0,-1,0.0,0
445,759518,2,0,0,0,6,5,0,0,759499.0,8192,0.0,0
80,88947869,14,448,5,32,17,0,0,0,6842143.768999999,-1,3238975.75,0
3321,195028,2,0,0,0,6,15,0,0,195028.0,1024,0.0,0
3391,286678,2,0,0,0,6,10,0,0,286678.0,1024,0.0,0
50375,31708669,1,0,0,0,6,0,1,0,0.0,211,518.0,0
445,775977,2,0,0,0,6,5,0,0,775959.0,8192,0.0,0
5555,21,1,0,0,0,6,95238,0,0,0.0,25509,0.0,0
445,827841,2,0,0,0,6,4,0,0,827824.0,8192,0.0,0
2062,106604,2,0,0,0,6,28,0,0,106604.0,1024,0.0,0
80,117004075,14,448,3,32,17,0,0,0,9000313.462000001,-1,9039915.0,0
55163,25169371,1,0,0,0,6,0,1,0,0.0,211,4466.0,0
22,512233,2,0,0,0,6,5,1,0,512233.0,259,0.0,0
8081,30,1,0,0,0,6,66666,0,0,0.0,65535,0.0,0
80,160584,2,0,0,0,6,18,0,0,160584.0,65535,0.0,0
5561,128928,2,0,0,0,6,23,0,0,128928.0,1024,0.0,0
23,17,1,0,0,0,6,117647,0,0,0.0,14600,0.0,0
445,1424122,3,0,0,0,6,4,0,0,712051.5,8192,0.0,0
4818,146383,2,0,0,0,6,20,0,0,146383.0,1024,0.0,0
445,763901,2,0,0,0,6,5,0,0,763883.0,8192,0.0,0
445,19,1,0,0,0,6,105263,0,0,0.0,8192,0.0,0
7782,106125,2,0,0,0,6,28,0,0,106125.0,1024,0.0,0
3306,12,1,0,0,0,6,166666,0,0,0.0,1024,0.0,0
61559,38674702,1,0,0,0,6,0,1,0,0.0,211,3282.0,0
445,776270,2,0,0,0,6,5,0,0,776252.0,8192,0.0,0
445,627668,2,0,0,0,6,6,0,0,627650.0,8192,0.0,0
445,20,1,0,0,0,6,100000,0,0,0.0,8192,0.0,0
80,80484083,8,256,3,32,17,0,0,0,11500000.0,-1,3578326.0,0
2323,1029173,8,0,0,0,6,15,0,0,147023.7143,46651,0.0,0
5062,20,1,0,0,0,6,100000,0,0,0.0,1024,0.0,0
80,56988028,11,352,6,32,17,0,0,0,5698802.8,-1,5990751.667,0
8545,19,1,0,0,0,6,105263,0,0,0.0,65535,0.0,0
445,690259,2,0,0,0,6,5,0,0,690239.0,8192,0.0,0
123,88554,1,48,1084,48,17,22,0,0,0.0,-1,0.0,0
445,630070,2,0,0,0,6,6,0,0,630057.0,8192,0.0,0
4397,142426,2,0,0,0,6,21,0,0,142426.0,1024,0.0,0
11496,99311,2,0,0,0,6,30,0,0,99311.0,1024,0.0,0
22,1242251,4,0,33,0,6,5,0,0,414083.6667,65535,0.0,0
7545,18,1,0,0,0,6,111111,0,0,0.0,65535,0.0,0
22,23,1,0,0,0,6,86956,1,0,0.0,4088,0.0,0
8080,38,1,0,0,0,6,52631,0,0,0.0,8192,0.0,0
445,704714,2,0,0,0,6,5,0,0,704696.0,8192,0.0,0
80,23951990,4,128,5,32,17,0,0,0,7983996.667,-1,0.0,0
445,794667,2,0,0,0,6,5,0,0,794648.0,8192,0.0,0
50226,44331130,1,0,0,0,6,0,1,0,0.0,211,517.0,0
3637,106760,2,0,0,0,6,28,0,0,106760.0,1024,0.0,0
445,18,1,0,0,0,6,111111,0,0,0.0,8192,0.0,0
8014,10,1,0,0,0,6,200000,0,0,0.0,1024,0.0,0
3306,21,1,0,0,0,6,95238,0,0,0.0,16384,0.0,0
3390,19,1,0,0,0,6,105263,0,0,0.0,50723,0.0,0
80,24,1,0,0,0,6,83333,1,0,0.0,130,0.0,0
8080,26,1,0,0,0,6,76923,0,0,0.0,65535,0.0,0
2024,20,1,0,0,0,6,100000,0,0,0.0,1024,0.0,0
445,748841,2,0,0,0,6,5,0,0,748821.0,8192,0.0,0
80,94004112,15,480,5,32,17,0,0,0,6714579.429,-1,4671898.333000001,0
8545,17,1,0,0,0,6,117647,0,0,0.0,65535,0.0,0
80,108023961,9,288,2,32,17,0,0,0,13500000.0,-1,2004887.0,0
445,1411753,3,0,0,0,6,4,0,0,705865.5,8192,0.0,0
55449,14102086,1,0,0,0,6,0,1,0,0.0,211,3281.0,0
445,618424,2,0,0,0,6,6,0,0,618406.0,8192,0.0,0
80,98991946,10,320,3,32,17,0,0,0,11000000.0,-1,4997288.333000001,0
445,773232,2,0,0,0,6,5,0,0,773214.0,8192,0.0,0
80,87008426,7,224,2,32,17,0,0,0,14500000.0,-1,3000004.0,0
7734,101388,2,0,0,0,6,29,0,0,101388.0,1024,0.0,0
80,76003906,5,160,2,32,17,0,0,0,19000000.0,-1,3011869.0,0
2323,25,1,0,0,0,6,80000,0,0,0.0,36598,0.0,0
5900,199613,2,0,0,0,6,15,0,0,199613.0,1024,0.0,0
23,21,1,0,0,0,6,95238,0,0,0.0,45590,0.0,0
445,763481,2,0,0,0,6,5,0,0,763462.0,8192,0.0,0
51882,21999,1,0,0,0,6,90,1,0,0.0,233,0.0,0
8520,4,1,0,0,0,6,500000,0,0,0.0,16384,0.0,0
80,67572,2,0,0,0,6,44,0,0,67572.0,65535,0.0,0
23,18,1,0,0,0,6,111111,0,0,0.0,11241,0.0,0
10610,148625,2,0,0,0,6,20,0,0,148625.0,1024,0.0,0
53834,31232789,1,0,0,0,6,0,1,0,0.0,211,2585.0,0
80,45827928,12,384,8,32,17,0,0,0,4166175.273,-1,5906032.5,0
8998,153157,2,0,0,0,6,19,0,0,153157.0,1024,0.0,0
5555,5,1,0,0,0,6,400000,0,0,0.0,16384,0.0,0
445,764542,2,0,0,0,6,5,0,0,764525.0,8192,0.0,0
2375,18,1,0,0,0,6,111111,0,0,0.0,65535,0.0,0
992,30,1,0,0,0,6,66666,0,0,0.0,5176,0.0,0
20994,104795,2,0,0,0,6,28,0,0,104795.0,1024,0.0,0
80,117082,2,0,0,0,6,25,0,0,117082.0,65535,0.0,0
3389,308313,2,0,0,0,6,9,0,0,308313.0,1024,0.0,0
3294,108395,2,0,0,0,6,27,0,0,108395.0,1024,0.0,0
23,18,1,0,0,0,6,111111,0,0,0.0,58353,0.0,0
445,889859,2,0,0,0,6,4,0,0,889844.0,8192,0.0,0
51914,488550,1,0,0,0,6,4,1,0,0.0,230,0.0,0
23,19,1,0,0,0,6,105263,0,0,0.0,62989,0.0,0
445,736500,2,0,0,0,6,5,0,0,736481.0,8192,0.0,0
80,103991880,12,384,3,32,17,0,0,0,9453807.273,-1,2250008.25,0
80,115003964,9,288,2,32,17,0,0,0,14400000.0,-1,0.0,0
10505,144185,2,0,0,0,6,20,0,0,144185.0,1024,0.0,0
22,1132216,3,0,0,0,6,4,0,0,566108.0,65535,0.0,0
3395,57678,2,0,0,0,6,52,0,0,57678.0,1024,0.0,0
11446,103735,2,0,0,0,6,28,0,0,103735.0,1024,0.0,0
445,1105919,3,0,0,0,6,5,0,0,552947.0,8192,0.0,0
80,46995925,7,224,4,32,17,0,0,0,7832654.167,-1,0.0,0
